,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
RIL182_00111,203.882,165,92,372,318.512,226,847.96,579,1055,100,68,113,462.328,567,424,66.997,429,359,123,86,75.987,108,146.34,123,53,69,61,158,54,25,29,39,50,49,21,27,0,10,0,71,26,0,28,32,16
RIL182_00112,19083.338,19754.891,9744,15934.353,12047.183,7177,9388.04,9026,11576,1549,1283,1538,4416.672,3366,3343,1465.003,2968,2814,9190,6934,4951.013,12241,16087.66,10467,6835.225,9505.239,8137,4926,2796,3414,1060,1788,1838,355,424,440,200,427,199,3356,2595,4000,3428,2889,3154
"fig|536231.75.peg.113   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RIL182_00113,8329.182,5503.001,2607,16168,8512,6259,8837,9040,13285.004,1157,737,1003,1066,1035,774,1163,1238,1056,3060,2751,2541,7001,6270,4014,5589.006,9485,4897,3870,2072,3500,593,1297,1372,91,127,121,43,18,56,1686,1539,1478,3291,2301,2629
RIL182_00114,4286.26,3602.002,1949,7034,3931,3850,2895,3041,4438,460,409,413,395,386,308,831,359,329,2374,2021,2620,2851,2609,1707,4036,5929,2634,1707,1005,1632,232,451,486,22,55,59,2,16,3,830,727,777,1180,670,864
RIL182_00115,2531,1535,833,11498.577,4615,5311,5628,5613,8309,957,747,890,1218,1122,914,1693,971,1083,791,785,783.029,2774,2634,1171,2481,5400,2527,1713,705,1420,243,306,251,28,23,30,10,21,74,1504,1370,1425,2615,1805,2184
RIL182_00116,1939.557,1439,743,10753,4015,4935,7922,6625,9444,753,656,700,1310,920,811,2324,1141,1594,725,812,1043,2504,2821,1216.94,2232,4201,2185,1650,778,1327,127,236,191,26,36,22,58,53,57,1899.195,2042,2253,3799,2898.086,3528
RIL182_00117,121.445,56,29,304,163,198,96,106,220,46,35,31,37,50,69,72,48,116,38,29,46,159,96,62.558,134,229,23,59,0,26,6,9,12,0,7,5,0,0,5,36.805,49,84,183,170.914,141
RIL182_00118,3800.015,3694,2309,5044.462,4030,4190,2472,2201,4513,159,68,114,160,46,82,191,106,72,1031,1027,1237,1805,1575,1342,860,1648,3590,1568,614,1040,346,461,602,17,20,23,6,0,0,276,225,338,814,575,700
RIL182_00119,12272.063,7494,5247,10113,7916,6516,6662,6488,10125,822,631,744,515,342,411,336,403,364,2786,1920,2804,6047,3660,3550.071,3715,7432,8875,3200,1811,3041,606,897,1379,114,144,118,33,36,0,362,238,509,618,498,496
RIL182_00120,4896.504,3209,2824,4869,3488,3202,4758,4461,7457.057,366,306,352,450,394,326,272,371,126,1367,1278,1881,2549,2800,2059,1570,3248.019,4152,1793,948,1475,234,401,568,61,66,80,34,99,44,305,231,370,418,367,390
RIL182_00121,3781.066,4097,2448,5511,3975,4518,5933,5770,11366.943,905,474,456,876,510,389,2685,719,764,15898,12451.076,13007,6903,4678,5458,7274,7957.058,5125,2175,1810,2410,197,446,559,106,105,108,118,133,35,3269,3490,3571,4731,4513,4196
RIL182_00122,40,45,49,52,20,31,45,16,34,7,3,13,0,0,0,12,0,16,99,79,97.31,62,50,37,62,84,135,28,41,20,0,3,10,7,0,0,0,0,0,14,15,1,91,106,96
RIL182_00123,5,10,0,12,1,0,45,0,27,2,0,0,0,0,0,9,0,0,17,14,10.69,23,36,0,17,18,5,0,0,0,0,2,1,1,1,0,0,0,0,0,15,10,46,24,36
RIL182_00124,6162,4761,2338,3727,3595.757,2616,3069,2237,3913,680,525,323,561,449,338,807,808,574,5135,4448,5542.199,6137,5135,4435,1833.162,2896,2305,886,1069,1099,118,453,660,34,27,14,21,55,10,1265,843,1440,1018,902,910
RIL182_00125,1553,1043,723,844,719,386,8592,8519,15748,211,201,355,285,221,164,207,279,295,1357,984,507,3762,1364,2529,1022,1776,2492,4974,1537,2352,465,385,436,116,156,117,33,17,42,358,479,504,7410,5558,6452
RIL182_00126,3704.854,2454,1926,3069,2395,1191,13627,12164,21575.041,531,552,1077,932,539,517,704,618,734,3091,1986,1033,7236,5056,5260,2224,3540.009,3889,8162,2935,4115,1022,961,1048,210,312,221,77,139,70,2823,2489,4090,17243,12236,15369
RIL182_00127,21740.447,15490,8594,56903.452,31212.241,29704,17775,18800,27621.952,2378,1827,1889,2059,1369,1588,2427,1831.07,1243,4836,4183,4224,15479,13571,8493,10658.87,20250.059,16320,9070,2960,6983,1752,2734,2740,203,233,191,108,141,87,1655,1703,2237,4633.043,3175,4200
RIL182_00128,1056.037,1118.178,218,809.961,747.53,621,340.172,376,657.882,63.411,60.869,46.162,59,55,26,97.748,57.93,35,370.62,310.128,290.384,517.569,481.461,208.129,550.111,843.301,312,111,22,46,32,75,70,14,13,4,8,10,0,175.143,328,168,654,454,481
RIL182_00129,5746.069,4138.822,2517,4399.039,3795.627,2207,3849.828,3678,5425.166,547.589,427.131,469.838,551,267,290,458.252,438,261,2090.381,1950.872,2034.616,4492.431,4105.539,2278.871,2046.889,4007.642,4583,1951,1055,1576,314,501,677,41,71,59,85,172,51,1706.857,1103,2070,2821,2166,2565
RIL182_00130,10535.2,9748.223,6919.414,4362,5172,3128,3291,2866,3972,546,346,335,365,272,156,964,476,411,7600,7426,8320,6090,5977,6345.397,4356,5485,6403,2212,1568,2481,388,573,858,29,66,72,29,61,40,1313,948,1451,1655,1262,1597
RIL182_00131,40,37,5,45,15,6,25,15,48,1,1,0,0,0,0,19,13,0,43,27,16,83,3,13,55,79,42,34,0,0,3,0,2,5,3,0,0,16,0,0,25,0,186,184,129
RIL182_00132,88,46,45,27,67,7,30,42,18,5,1,2,4,0,0,9,0,0,71,72,62,94,8,81,53,96,140,48,8,35,0,8,8,5,0,0,14,0,0,47,60,11,238,229,172
RIL182_00133,7119.009,5124,2831,5038,3896,3672,5304,4991,7975,545,405,460,1069,605,893,2268,963,702,7107,5683,8197,7197,9311,6143,3613,6111,4575,2384,2884,2665,274,396,660,54,74,87,120,128,122,6484,5441,7319,6592,5429,6195
"fig|536231.75.peg.135   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RIL182_00134,9048.315,6840,3776,662,1159.104,661,1482,1825,2990,156,116,157,178,134,74,1071,337,326,4581.641,3681.768,6153,5034,3193,4286,8288,9388.624,7022,1929,1341,2480,75,181,385,160,104,166,88,40,90,2267,2402,2521,8668,7115,7787
RIL182_00135,1635,1198,775,1156,609,1669,2369,2549,4108,112,70,119,96,105,119,192,110,137,594,435,597.577,2716,838,1184,815.18,1883,2299,1640,909,814,49,93,205,28,18,47,0,26,0,113,130,143,1179,622,759
RIL182_00136,4061.257,2775,1635,14617,4769,7478,10726,10115,13081,773,678,593,514,628,476,339,699,482,431,411,618,2903,3561,1006,1076,1910.118,1268,1959,1476,1232,58,154,163,21,18,17,50,17,21,597,339,732,253,211,264
RIL182_00137,19549.659,14270.001,7014,81172.589,30398.015,40688.535,41408,34508,46520,4430,3749,4538,2821,2886,2311,550,1811,1455,1569,1382,1382,19238,25565,7836,7353,12104.256,5678,8505,3533,5526,590,993,1095,116,236,181,85,194,106,878,910,1204,1087,892,1156
"fig|536231.75.peg.140   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",40,33,59,10,33,16,50,45,34,2,1,8,0,0,0,1,0,0,17,19,25,50,57,12,57,125,180,135,29,73,0,1,4,1,0,0,0,0,0,10,15,2,76,52,30
RIL182_00138,269,128,101,456,186,373,1027,513,1129,80,90,91,81,42,66,0,21,176,94,77,81,363,474,288,144,154,101,187,190,116,7,20,48,3,7,6,13,0,7,101,71,101,75,94,109
RIL182_00139,263400.816,203934.694,108129,150130.148,166158.597,32192,35509,27237,36397.296,35248.263,30673,20650.366,13940,9583,7962,33055.005,6764,10933,126064.348,90624.505,105907.257,205339.426,221961.22,65029.984,78782.368,228450.832,289433.126,55948,31209,46868.907,9805,21862,35299.569,1285,1264,1026,2404,3715,2244,36287,31584,35358,31494,22034,25549
RIL182_00140,62245.575,47268.722,29391,52516.295,46594.984,7073,10294,10087,17493.704,3668.635,2521,2091.634,639,467,529,4343.995,595,733,40240.567,25886.508,25963.368,53323.374,24052.115,18331.016,28922.004,58631.237,71756,21483,11647,14924,4225,5412,7283.368,366,336,229,268,140,97,2587,2086,3799,7565,5061,6570
RIL182_00141,3451.118,2475,1858,2335,2160,2665,2284,2246,3782,429,296,285,324,145,125,303,303,120,1222,1098,1578,1931,1710,1263,1426,2234,2013,1061,834,859,153,265,302,34,26,31,7,50,18,624,519,476,1032,734,879
RIL182_00142,451,331,170,378,348,266,546,658,1080,48,40,28,38,63,14,100,165,63,124,114,167,459,294,207,313,407,405,346,172,166,23,37,42,21,16,14,2,0,0,132,178,190,992,860,717
RIL182_00143,543,462,240,781,345,610,540,566,1102,58,36,45,1,26,6,40,26,11,508,321,269,527,198,283,263.758,621,797,487,214,266,48,63,54,18,12,2,0,0,7,66,34,10,740,615,693
RIL182_00144,4493.255,3442.297,1454,2834,2770.867,2350,3210.264,2568.091,3464.812,488,365,303,528,401,388,753.551,399,363,3451,2464,2974.895,3396.105,4501.962,3029.389,3249.222,4781.605,2392,1126.228,464,835,143,297,455,35,39,20,44,90,38,1628,1248,2031,2253,1457,2054
RIL182_00145,29284.76,20617.26,13125.562,15802.224,15031.719,10684.441,6518.887,7577.774,11812.318,1111.809,1002.323,905.864,1634.418,1023.793,734.339,5005.615,1290.613,986.421,18476.927,14598.081,20455.808,14872.39,18643,12833.327,21020.774,26591.22,17276.895,9917.349,7054.891,9894.674,1148.276,1765.004,2362.575,291.634,307.886,332.713,337.263,306,337.993,10209.097,8527.373,11846.963,35087.246,27272.043,27917.031
RIL182_00146,25277.898,29048.532,19712,7690,12255.143,7294.86,14845,9517,14568,2606,2687,2029,5735,2181,2021,8920,2283,3334,24493.947,24475,31081.711,39788.406,62983,31222,28298.299,27690.689,18936,6320,6051,8243,562,1534,2791,216,183,134,1388,1122,1226,37207,39281,35947,10807,8662.857,8683
RIL182_00147,48730.008,41828.062,26306,97429.774,60782.14,95925.747,86203,70829.57,132297,16976,10578,8057,8376,3654,3889,26599,6700,5644,112890.947,90423.668,148912,142963.613,75689,107428.841,63718.563,83180.824,87065,91361,102029,93961,1801,3171,5880,1159,1120,984,781,735,618,23142,18914,25425,21478,15636,20818
RIL182_00148,964,557,494,2765,1261,3489,1035,920,1449,287,220,195,223,140,132,485,95,169,1086,712,999,1908,1921.239,1236,1160,1989,2242,3036,1671,2248,34,66,100,37,65,34,43,29,6,1520,1361,2197,2828,1800,2189
RIL182_00149,3528,2375,1713,3260,1725,2707,4555,3842,6431,395,245,264,146,254,138,288,295,120,2282,1487,1507,3682,2091,3141,1798,3117.536,8207,3590,1649,3414,407,441,757,69,93,60,26,58,19,343,276,742,2624,2246,2417
RIL182_00150,3680.003,2583,2040,3923,2017,5399,4971,4680,8104,333,252,325,167,169,142,268,115,93,1711,1125,878,3380,1248,2440,2002,3741,7733,4063,1450,3150,534,516,740,66,87,66,0,15,0,156,303,402,3595,2391,2859
"fig|536231.75.peg.154   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",8,4,0,3,5,2,0,35,68,4,0,4,5,6,0,49,53,0,9,18,3,21,7,10,9,25,14,0,13,0,0,0,0,0,3,0,0,0,0,42,18,19,11,23,24
RIL182_00152,8,3,2,0,3,1,0,0,4,0,0,0,0,0,0,2,0,0,2,6,0,0,1,0,4,6,24,8,0,0,3,0,0,0,0,0,0,0,0,0,15,14,47,45,34
RIL182_00153,317.052,269,171,361,219,216,879,1038,1772,30,9,23,22,29,26,149,34,59,154,93,90,509,233,217,229,334,367,511,250,320,26,31,27,12,24,11,4,29,3,123,114,174,1232,1227,1166
RIL182_00154,2413,3099,2033,1934,1393,1606,822,1180,1801,112,112,91,104,89,49,398,95,53,1162,757,724,1059,939,1108,1584.209,2145,2207,573,428,553,177,225,214,11,8,18,0,38,10,121,92,140,686,631,626
RIL182_00155,1450,1674,775,1225,1138,1084,263,393,672,33,19,19,66,36,51,228,50,43,417,307,432,753,1364,535,623,843,444,339,24,279,40,47,66,9,5,4,0,31,15,467,297,496,747,558,551
RIL182_00156,3438.15,2401,1064,8459,4041,4986,6712,5918,11068,1618,971,1176,1349,1361,1032,1029,1233,737,1896,1510,1267,5488,7594,2533,3574,4222,2615,2877,1805,2092,191,502,519,55,83,75,43,106,39,1614,1536,1489,2661,2118,2531
RIL182_00157,6964.136,5226,3192,13096,6875,8912.123,11701,11193,20345,1953,1219,1471,1680,1761,1697,2249,1846,1125,3594,3141,3359.009,8361,6806,5094,5402,7885,7198,5269,3805,4286,576,983,1221,109,139,152,152,86,80,3190,2767,3725,7068,5361,6286
RIL182_00158,1640.067,2562,1131,1779,1490,1253,602,859,1757,191,127,138,114,176,85,122,139,48,776,752,793,717,655,470,1512,1505,938,484,139,388,109,141,182,22,14,6,4,10,0,197,296,137,1060,687,622
RIL182_00159,3395,3331,1223,4947.035,2322,4200,3635,4406,6945,319,190,210,244,318,313,759,517,285,3609,2743.002,3143,2521,944,2102,3433,3984,2374,1250,896,1196,164,394,458,56,31,33,16,25,9,328,312,304,2468,1533,1941
RIL182_00160,142,94,70,157,72,70,35,70,245,11,6,6,5,0,22,28,5,0,83,87,41,269,146,112,67,121,211,105,98,107,5,7,20,4,9,2,0,4,6,63,108,101,488,386,358
RIL182_00161,16,19,16,81,49,56,0,9,46,8,4,4,0,0,0,3,0,0,53,35,34,15,6,16,76,96,79,12,10,10,0,5,2,10,0,3,0,0,6,6,2,0,42,77,54
RIL182_00162,919,775,363,7151,2903,3816,4461,4355,7373,431,250,408,568,469,177,2482,601,357,2243,1974,1610,4050,3170,2110,3302,6178,5207,2792,886,1960,115,209,251,116,134,95,65,157,101,3722,3392,4059,9435,7372,7868
RIL182_00163,68,65,24,151,105,73,125,261,304,18,24,11,47,36,7,249,70,15,108,104,72,234,194,67,176,201,66,71,18,75,9,16,2,8,7,0,19,46,14,751,708,662,1137,837,906
RIL182_00164,17,13,25,5,11,0,0,11,1,3,5,0,4,0,0,3,2.989,0,4,6,0,6,9,0,9,18,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,12,17,21
RIL182_00165,102,107,71,160,138,80,47,108,111,7,14,13,7,0,0,7,19.011,0,51,37,34,41,0,52,117,157,135,50,0,39,0,13,29,9,1,1,6,8,0,15,19,10,241,158,133
RIL182_00166,892.189,719.466,432,801,780,601,415,449,778,81,50,40,59,34,25,221,96,76,415,507,485.101,624,583,315,782,1175,819,414,152,363,37,56,90,3,24,3,11,7,0,311,418,495,867,723,857
RIL182_00167,60,45.534,10,20,31,21,6,15,40,3,0,2,0,0,0,21,12,0,38,44,51,71,15,45,57,50,38,34,0,0,0,3,15,1,4,1,0,0,0,0,6,8,41,8,18
RIL182_00168,240.536,187.837,78,78.037,95.905,58,85.179,92.693,122.262,19,4,5,0,0,0,36,1,0,79.52,105.211,94.082,124.166,47.22,89.358,63.932,134.523,151,78,58,119,19,23.981,12,0,0,1,1,0,0,32,37,44,116.002,117.01,123.677
RIL182_00169,1083.464,831.163,488,505.963,458.095,286,445.821,619.307,567.738,34,26,47,16,60,0,308,42,1,432.48,552.789,780.918,581.834,456.78,358.642,580.068,952.477,803,311,276,396,35,42.019,101,9,2,11,20,0,0,476,436,404,1116.998,768.99,947.323
RIL182_00170,881.071,886,441,823.052,807,510,814,567,1187,75,115,127,160,256.075,207,222,231,197,1594,1401,1597,1103.192,1072,769,582.067,1042.043,402,227,141.127,226,52,132,193,13,39,26,33,16,5,1126,1111,1101,1470,983,858
RIL182_00171,3816.16,3163,1484,2854,2637,1924,2814,2387,3712,301,240,297,392,302,359,485,265,254,2088,1975,2173,2570,1939,1876,1441,2921,2162,727,476,691,185,387,501,53,94,58,56,88,46,2081,1788,2280,5204,4209,4372
RIL182_00172,2060,1371,692,1569,1080,1230.233,1455,1203,2066,251,242,260,258,141,116,207,133,235,454,422,319,711,937,646,598,1128,1089,549,183,474,102,161,198,43,51,53,72,61,18,856,868,1263,2097,1606,2247
RIL182_00173,11263.261,7496,3412,8735,7327.812,4451,7814,6514,11178,1102,895,866,859,800,689,1082,566,632,4657.358,3951,3744,8479,7966.006,4965,5333,9484.369,7082,3736,1622,2704,530,995,1214,116,154,115,130,161,79,2570,2742,3034,7074,5329,6298
"fig|536231.75.peg.177   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",369,324,318,243,324.863,198,39,145,190,31,4,11,1,0,0,31,13,12,155.642,217,268,253,95.994,170,244,508,408,133,121,117,51,18,43,12,21,3,9,0,0,29,18,40,187,148,156
RIL182_00174,19054.586,15513,7630,36938.483,46183.314,13597,25147,20892,34862,3165,2429,2440,1754,1451,1405,4479,2428,1934,7813,5946.498,7733,19926,21952,12684,13460.134,20032.94,10183,10635,8066,7273,749,1304,1621,156,207,140,200,191,154,6032.054,5440,7305,7715,6177,8193
"fig|536231.75.peg.179   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",62,83,1,167,137,32,36,53,51,8,16,14,14,15,15,7,6,0,8,8,12,78,148,16,67,69,19,1,0,28,0,1,3,0,0,0,0,0,0,48.946,88,25,61,57,53
RIL182_00175,2601.736,2739.578,539,5863.044,6304,1985,281,543,1298,209,151,130,174,123,37,521,97,55,546,426,574,1196,709,483,3133.157,3581,834,694,398,596,84,161,157,54,68,52,21,16,4,658,699,430,2820,2456.931,2654
RIL182_00176,7051.861,7341.422,1273,10083.02,16684.17,5550,1378,1430,2346,594,278,273,445,174,186,3034,453,383,9201,8223,11471.172,6269,5761,3017,14407.228,12055.756,1168,1058,1103,1438,85,268,300,91,54,66,103,20,22,2391,2684,2268,3182,3573.069,3347
RIL182_00177,13816.342,10781,5326,1292,8539,286,424,212,328,35,14,14,46,21,15,209,53,113,23334.002,16963.341,18161.035,4638,21171,10603,3773,3766,5584,685,1008,967,1071,2149,3012,16,2,7,3,44,17,282,125,368,165,199,177
RIL182_00178,97,121,45,33,75,26,15,0,12,5,0,0,4,0,0,0,23,0,166,155,249,113,171,329,132,152,49,13,0,7,4,69,61,1,0,1,0,0,0,0,0,0,54,49,35
RIL182_00179,1415.224,2818.47,434,939.997,1490.909,1156.916,104.294,56,151,22,7,22,69,33,24,162,17,28,1031.007,747.407,702.015,424.935,455.535,395.307,4128.844,2831.222,265,94,28,102,18,85.004,80,20,13,1,0,0,0,83,107,70,363,224.743,255.01
RIL182_00180,3582.989,6830.484,2341,2660.003,4614.002,2263.084,644.896,477,1024.377,177.927,159,177,371.847,202,293,880.794,215,186,3662.768,3276.14,2420.985,2647.594,4554.901,3206.324,14293.699,10331.542,1523,549,204,589,103,232.996,226,16,11,19,51.726,39,6,1733.917,1447.987,1772.408,1359.832,1272.543,1327.593
RIL182_00181,2654.192,1756.046,1316,2930,1980.09,2170,5874.81,5363,8064.623,319.073,304,356,464.153,339,328,1476.207,395,410,2285.726,1752.202,1511,2964.471,2579.865,2032.369,3221.283,4604.236,3199,3090,1727,2389,128,234,266,43,52,41,122.274,140,38,4462.083,3611.013,5594.592,12869.168,8872.715,12155.398
RIL182_00182,349.381,304.419,93,226,324.075,178.988,394.101,425.633,546.968,42.736,33.72,56.224,64.51,66,78,150.149,34.569,56,243.604,224.5,129.214,432.196,235.917,179.974,485.265,619.907,416,293,76,246,26,38,28.645,20,12,24,2.129,6,62,702.971,890.735,497.558,2611.593,2231.627,2089.072
RIL182_00183,16520.169,12021.837,7727,7226.016,10060.925,7494.012,10789.899,9480.367,14968.032,1122.264,1138.28,1185.776,1438.49,1302,871,8440.851,1641.431,1878,20497.374,18569.356,19047.786,17867.804,16468.783,12305.026,17285.737,21077.245,14252,10991,6904,10463,519,1135,1576.355,257,281,276,604.871,675,530,17640.029,16803.265,22040.442,39308.407,29744.373,37268.928
RIL182_00184,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fig|536231.75.peg.190   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",13,8,1,1,6,2,11,0,7,0,0,2,4,0,0,3,0,0,6,1,5,5,0,11,9,15,25,26,13,0,0,0,0,0,0,0,0,15,0,0,0,0,27,33,56
RIL182_00185,8133.909,6460,3414,5819.954,6029,5287,2768,3017,5628,414,289,278,135,132,89,311,115,117,5325,3710,4704.358,5217,2664,2623,3972,6195.694,4832,1724,950,1608,360,618,816,56,40,61,47,11,0,316,171,449,1298,1103,1013
RIL182_00186,13624.457,7918.442,6565,13399.024,9153.733,8604,12446,11754,20979,1191,960,984,485,763,458,572,926,538,4714,3157,3221,6258,3220,4512,4102,9168,13935,4630,2449,3769,929,1139,1597,95,80,74,53,16,6,953,737,1170,3249,2638,3289
RIL182_00187,15824.051,9515.143,6114,15568.637,10577,9059,15142,12928,19860,2025,1694,1591,1264,1053,1075,1241,1148,1129,4358,3345,3755,9670,8912,7115,5071.652,12795,17070,5882,3094,5085,1115,1526,2044,97,150,139,80,85,29,1281,1037,1575,4044,3004,3734
RIL182_00188,33,39,38,26,28,25,74,99,93,4,11,7,16,8,8,33,47,0,37,66,29,113,109,13,84,97,38,38,0,9,0,0,8,2,3,0,18,0,0,22,13,45,220,217,203
RIL182_00189,1974,1578,878,1640,1548,2817,821,1138,1422,140,92,100,184,79,108,230,158,218,887,651,845,1027,586,685,1593,2034,1439,592,280,648,75,84,163,38,20,18,0,20,0,610,405,354,2203,1614,1888
RIL182_00190,623,492,166,496,479,714,417,351,455,96,88,50,150,90,92,79,47,43,304,206,288,521,421,288,646,748,433,244,181,186,12,34,72,9,9,11,29,19,17,457,614,407,1190,912,1008
RIL182_00201,45954.273,83974.519,14744,10778,18925.003,8894,718,673,1265,230,123,118,881,193,192,2724,253,483,31618,24271.825,29102,21035,38601,24218,55255.751,26180.867,4203,784,648,3174,322,1561,1557,109,73,29,103,109,10,3169,3438,2931,1976,2490,1861
RIL182_00202,21,28,7,15,8,14,27,0,52,1,0,0,0,0,0,0,0,0,74,50,37,290,81,101,5,28,18,23,0,12,6,6,0,0,0,0,0,0,0,20,17,21,12,30,12
RIL182_00203,3522,2126,1212,3496.96,1800,41741.946,2537,2600,4488,2054,1874.889,1329,2658.923,1249,1779,1316,1809,1380,3067,1667,4878,3622,4675.993,5781,6981,9249,5492,2418,1335,3233,81,70,154,296,205,237,88,113,54,3987,2921,4455,6552,4128,5981.842
RIL182_00204,37,37,8,41.114,16,136.054,1,38,8,16.397,10.111,9,5.077,10,18,11,7,11.794,8,3,18.449,7.818,5.594,22,82.983,78.403,58,15,0,41,0,3,0,2,9,7,0,0,0,0,9,0,113.259,136,69.126
RIL182_00205,1973,1030,671,1818.886,780,9715,2664,3202,5342,1677.603,1524,1098,1268,1606,1317,584,993,764.206,548,444,531.551,1201.182,1031.413,1251,2577.017,3963.597,4136,1904,479,1709,40,69,84,173,174,208,90,50,17,1473,1493,1944,4412.741,2935,3465.032
RIL182_00206,537.009,324,122,499,312,2097,468,601,1048,363,237,255,171,245,229,212,198,111,167,113,186,349,196,255,1316,1459,870,511,109,515,22,16,21,86,121,136,6,11,0,217,345,365,2336,1991,1820
RIL182_00207,5040.282,2812,1948,5719,1965,17571.203,10076,10568,18554,3753,2773,2751,2330,2371,2168,1378,2266,1766,1792,1235,1916,3992,3215,4404,7854,11453.045,12847.372,7611,2624,7963,88,178,328,536,507,743,234,338,108,4557,4340,5789,18588,13362,17476
RIL182_00208,1951,1238,706,2158,814,5233,3324,3162,6354,1402,812,933,1555,1003,847,423,1021,1141,610,427,546,2162,2439,1601,2981,5126,6895,3357,1097,3467,58,74,102,291,299,286,305,335,137,5075,3911,6815,10503,8198,10205
RIL182_00209,6569.599,3631.771,2719,6684.268,2896.915,17940.182,13816.11,15250.204,26070.466,4708.538,3738.078,3584.427,3011.883,3295.562,2708,1552.666,2183.434,1849.001,2701.456,2018.975,3056.493,7818.78,6889.581,6644.966,8236.804,20060.622,29041.226,10176.372,4256.598,10988.658,225,268,428,664.208,783.518,933.734,373.389,395,256.259,5975.944,5756.164,8726.565,14047.177,8787.698,12293.86
RIL182_00210,1997.401,1061.631,876,1454.732,803.266,5242.818,2973.89,2242.796,4411.534,1540.563,1048.922,978.573,1520.117,950.438,856,660.334,954.566,960.999,1237.544,1059.094,2532.507,3499.22,3433.419,3666.034,2681.196,6445.598,9647.774,3191.628,1920.402,3348.342,32,90,130,218.792,201.482,230.266,166.611,249,119.741,2803.056,3040.836,3762.435,3316.823,2715.302,2944.14
RIL182_00211,233,178,92,439,186,239,2309,2197,4201,53,39,51,50,97,42,114,126,20,214,154,135,1681,352,554,158,251,277,561,351,239,19,29,34,14,24,8,12,0,14,86,124,155,370,352,431
"fig|536231.75.peg.208   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,0,0,0,0,0,10,23,0,0,0,0,0,0,1,12,0,5,1,0,72,91,20,0,5,20,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
RIL182_00212,1435,764,646,1793,992,1011,2590,2359,3961,211,150,144,179,99,172,574,209,256,839,881,1136,2445.116,1883,1919,779,1300,1147,946,981,784,161,227,222,32,44,51,61,16,27,451,679,525,1721,1178,1406
RIL182_00213,1061.026,643,391,1460,793,773,2560,2611,2923,132,122,140,201,182,231,231,288,237,533,524,468,2015,1945,1141,608,1090,1045,620,406,513,95,168,149,49,63,31,11,75,53,771,818,1074,2741,1928,2636
RIL182_00214,1450,1115,639,2018,1066,1141,1090,1137,1642,118,82,121,155,132,85,276,326,94,446,474.009,434,1029,1237,644,845,1114,768,591,265,356,265,263,222,16,32,13,64,0,39,535,518,605,2608,1800,2302
